date,AOR
2024-10-09,58.6
2024-10-10,58.54
2024-10-11,58.77
2024-10-14,59.01
2024-10-15,58.7
2024-10-16,58.9
2024-10-17,58.75
2024-10-18,59.0
2024-10-21,58.63
2024-10-22,58.57
2024-10-23,58.2
2024-10-24,58.32
2024-10-25,58.19
2024-10-28,58.36
2024-10-29,58.37
2024-10-30,58.2
2024-10-31,57.64
2024-11-01,57.73
2024-11-04,57.77
2024-11-05,58.19
2024-11-06,58.49
2024-11-07,59.06
2024-11-08,58.96
2024-11-11,58.89
2024-11-12,58.51
2024-11-13,58.44
2024-11-14,58.28
2024-11-15,57.98
2024-11-18,58.17
2024-11-19,58.28
2024-11-20,58.24
2024-11-21,58.37
2024-11-22,58.55
2024-11-25,58.82
2024-11-26,58.85
2024-11-27,58.84
2024-11-29,59.19
2024-12-02,59.32
2024-12-03,59.26
2024-12-04,59.56
2024-12-05,59.57
2024-12-06,59.66
2024-12-09,59.5
2024-12-10,59.32
2024-12-11,59.49
2024-12-12,59.2
2024-12-13,59.08
2024-12-16,59.15
2024-12-17,59.0
2024-12-18,57.82
2024-12-19,57.79
2024-12-20,57.49
2024-12-23,57.62
2024-12-24,57.94
2024-12-26,57.99
2024-12-27,57.68
2024-12-30,57.32
2024-12-31,57.32
2025-01-02,57.2
2025-01-03,57.5
2025-01-06,57.69
2025-01-07,57.31
2025-01-08,57.42
2025-01-10,56.67
2025-01-13,56.63
2025-01-14,56.83
2025-01-15,57.54
2025-01-16,57.55
2025-01-17,57.73
2025-01-21,58.33
2025-01-22,58.4
2025-01-23,58.54
2025-01-24,58.45
2025-01-27,58.31
2025-01-28,58.56
2025-01-29,58.45
2025-01-30,58.72
2025-01-31,58.5
2025-02-03,58.19
2025-02-04,58.54
2025-02-05,58.79
2025-02-06,58.97
2025-02-07,58.56
2025-02-10,58.83
2025-02-11,58.78
2025-02-12,58.65
2025-02-13,59.21
2025-02-14,59.28
2025-02-18,59.39
2025-02-19,59.28
2025-02-20,59.33
2025-02-21,58.93
2025-02-24,58.79
2025-02-25,58.84
2025-02-26,58.97
2025-02-27,58.41
2025-02-28,58.81
2025-03-03,58.49
2025-03-04,58.17
2025-03-05,58.66
2025-03-06,58.07
2025-03-07,58.51
2025-03-10,57.69
2025-03-11,57.31
2025-03-12,57.5
2025-03-13,57.09
2025-03-14,57.76
2025-03-17,58.03
2025-03-18,57.95
2025-03-19,58.25
2025-03-20,58.09
2025-03-21,58.04
2025-03-24,58.31
2025-03-25,58.4
2025-03-26,58.19
2025-03-27,57.96
2025-03-28,57.46
2025-03-31,57.57
2025-04-01,57.74
2025-04-02,57.76
2025-04-03,56.29
2025-04-04,54.43
2025-04-07,53.72
2025-04-08,53.36
2025-04-09,55.91
2025-04-10,55.01
2025-04-11,55.68
2025-04-14,55.95
2025-04-15,56.18
2025-04-16,55.56
2025-04-17,55.7
2025-04-21,55.11
2025-04-22,55.92
2025-04-23,56.37
2025-04-24,57.05
2025-04-25,57.28
2025-04-28,57.35
2025-04-29,57.66
2025-04-30,57.62
2025-05-01,57.69
2025-05-02,58.22
2025-05-05,58.03
2025-05-06,57.97
2025-05-07,57.97
2025-05-08,58.07
2025-05-09,58.11
2025-05-12,58.85
2025-05-13,59.09
2025-05-14,58.98
2025-05-15,59.3
2025-05-16,59.49
2025-05-19,59.6
2025-05-20,59.55
2025-05-21,58.96
2025-05-22,59.04
2025-05-23,58.86
2025-05-27,59.59
2025-05-28,59.33
2025-05-29,59.55
2025-05-30,59.57
2025-06-02,59.73
2025-06-03,59.87
2025-06-04,60.06
2025-06-05,59.88
2025-06-06,60.07
2025-06-09,60.2
2025-06-10,60.36
2025-06-11,60.44
2025-06-12,60.64
2025-06-13,60.04
2025-06-16,60.31
2025-06-17,60.01
2025-06-18,60.08
2025-06-20,59.99
2025-06-23,60.3
2025-06-24,60.85
2025-06-25,60.77
2025-06-26,61.16
2025-06-27,61.33
2025-06-30,61.57
2025-07-01,61.54
2025-07-02,61.36
2025-07-03,61.44
2025-07-07,60.99
2025-07-08,61.1
2025-07-09,61.5
2025-07-10,61.41
2025-07-11,61.12
2025-07-14,61.19
2025-07-15,61.0
2025-07-16,61.15
2025-07-17,61.36
2025-07-18,61.32
2025-07-21,61.48
2025-07-22,61.65
2025-07-23,62.0
2025-07-24,61.93
2025-07-25,62.06
2025-07-28,61.8
2025-07-29,61.82
2025-07-30,61.62
2025-07-31,61.46
2025-08-01,61.17
2025-08-04,61.74
2025-08-05,61.65
2025-08-06,61.81
2025-08-07,61.93
2025-08-08,62.16
2025-08-11,62.07
2025-08-12,62.48
2025-08-13,62.8
2025-08-14,62.65
2025-08-15,62.59
2025-08-18,62.63
2025-08-19,62.5
2025-08-20,62.46
2025-08-21,62.26
2025-08-22,62.99
2025-08-25,62.72
2025-08-26,62.85
2025-08-27,62.84
2025-08-28,63.01
2025-08-29,62.82
2025-09-02,62.45
2025-09-03,62.66
2025-09-04,63.06
2025-09-05,63.22
2025-09-08,63.47
2025-09-09,63.46
2025-09-10,63.58
2025-09-11,64.01
2025-09-12,63.87
2025-09-15,64.19
2025-09-16,64.15
2025-09-17,64.08
2025-09-18,64.2
2025-09-19,64.25
2025-09-22,64.39
2025-09-23,64.3
2025-09-24,64.02
2025-09-25,63.81
2025-09-26,63.99
2025-09-29,64.23
2025-09-30,64.38
2025-10-01,64.62
2025-10-02,64.45
2025-10-03,64.54
2025-10-06,64.6
2025-10-07,64.39
2025-10-08,64.66
2025-10-09,64.43
2025-10-10,63.43
2025-10-13,64.09
2025-10-14,64.08
2025-10-15,64.35
2025-10-16,64.29
2025-10-17,64.4
2025-10-20,64.86
2025-10-21,64.72
2025-10-22,64.59
2025-10-23,64.8
2025-10-24,65.09
2025-10-27,65.6
2025-10-28,65.53
2025-10-29,65.39
2025-10-30,65.04
2025-10-31,65.09
2025-11-03,65.11
2025-11-04,64.64
2025-11-05,64.79
2025-11-06,64.55
2025-11-07,64.6
2025-11-10,65.15
2025-11-11,65.31
2025-11-12,65.41
2025-11-13,64.76
2025-11-14,64.71
2025-11-17,64.29
2025-11-18,63.99
2025-11-19,64.02
2025-11-20,63.5
2025-11-21,63.97
2025-11-24,64.41
2025-11-25,64.84
2025-11-26,65.18
2025-11-28,65.45
2025-12-01,65.07
2025-12-02,65.17
2025-12-03,65.38
2025-12-04,65.38
2025-12-05,65.42
2025-12-08,65.22
2025-12-09,65.22
2025-12-10,65.62
2025-12-11,65.75
2025-12-12,65.32
2025-12-15,65.35
2025-12-16,65.23
2025-12-17,64.86
2025-12-18,65.22
2025-12-19,65.51
2025-12-22,65.71
2025-12-23,65.22
2025-12-24,65.41
2025-12-26,65.44
2025-12-29,65.35
2025-12-30,65.32
2025-12-31,65.01
2026-01-02,65.29
2026-01-05,65.66
2026-01-06,65.83
2026-01-07,65.75
2026-01-08,65.71
2026-01-09,66.01
2026-01-12,66.21
2026-01-13,66.1
2026-01-14,66.09
2026-01-15,66.16
2026-01-16,66.12
2026-01-20,65.31
2026-01-21,65.88
2026-01-22,66.1
2026-01-23,66.19
